condition,run,seg,L_k_m,Kp,Kth,t_arrive_s,eps_m,T_bound_s,within_bound,d_at_switch_m,V_before,V_after,t_switch_s
halt1cm_pnn,0,0,0.485869,0.926766,0.913096,3.8200,0.01,9.9426,1,0.009974,0.05661634,1.82151677,3.8200
halt1cm_pnn,0,1,0.241061,1.000000,1.077763,3.2220,0.01,7.7325,1,0.009995,0.08893582,0.05277829,7.0420
halt1cm_pnn,0,2,0.308184,0.858437,2.999105,2.6780,0.01,8.5235,1,0.009981,0.00008812,1.11786873,9.7200
halt1cm_pnn,0,3,0.423267,0.883835,2.838621,3.3190,0.01,9.0166,1,0.009990,0.00006405,1.94265603,13.0390
halt1cm_pnn,0,4,0.424110,1.000000,1.074672,3.2950,0.01,8.8314,1,0.009978,0.18550982,0.43267143,16.3340
halt1cm_pnn,0,5,0.927634,0.855952,2.928291,3.1800,0.01,11.0833,1,0.009978,0.00258343,0.21331944,19.5140
halt1cm_pnn,0,6,0.625915,0.845963,2.927668,3.0790,0.01,10.2907,1,0.009997,0.00070299,1.25392982,22.5930
halt1cm_pnn,0,7,0.468512,0.906267,2.836691,3.2950,0.01,9.0250,1,0.009986,0.00028971,1.53064152,25.8880
halt1cm_pnn,0,8,0.153329,0.917635,1.740737,3.0090,0.01,6.8842,1,0.009999,0.00016919,0.53879744,28.8970
halt1cm_pnn,0,9,0.914008,0.838707,2.886542,3.3580,0.01,11.2734,1,0.009997,0.00033549,1.33537767,32.2550
halt1cm_pnn,0,10,0.168834,0.832825,2.376789,3.1690,0.01,7.5088,1,0.009984,0.00907102,0.30467266,35.4240
halt1cm_pnn,0,11,0.302806,0.873127,3.000000,2.7990,0.01,8.3487,1,0.009983,0.00537100,,38.2230
halt1cm_pnn,1,0,0.371483,0.858126,2.953057,2.8040,0.01,8.9565,1,0.009980,0.00093686,0.75788111,2.8040
halt1cm_pnn,1,1,0.988913,0.860160,2.881519,3.3780,0.01,11.1863,1,0.009978,0.00020975,1.51521673,6.1820
halt1cm_pnn,1,2,0.117782,0.892609,1.731429,2.8640,0.01,6.5092,1,0.009992,0.00066181,0.34018766,9.0460
halt1cm_pnn,1,3,0.768341,0.826547,2.902035,3.3430,0.01,11.0145,1,0.009992,0.00006407,0.27955503,12.3890
halt1cm_pnn,1,4,0.732427,0.843502,2.923273,3.1420,0.01,10.6872,1,0.009981,0.00005456,1.42698040,15.5310
halt1cm_pnn,1,5,0.200825,0.862483,2.196220,3.1720,0.01,7.7002,1,0.009995,0.01392181,2.01542270,18.7030
halt1cm_pnn,1,6,0.858530,0.839515,2.188947,4.0710,0.01,11.2685,1,0.009979,0.00006273,1.77719777,22.7740
halt1cm_pnn,1,7,0.098121,0.929468,1.335177,2.8740,0.01,6.1609,1,0.009993,0.02971658,1.44348167,25.6480
halt1cm_pnn,1,8,0.379167,0.831303,2.726208,3.5690,0.01,9.3174,1,0.009992,0.00318583,0.93902290,29.2170
halt1cm_pnn,1,9,0.881189,0.943465,2.769952,3.1070,0.01,10.0185,1,0.009979,0.04796341,1.26945232,32.3240
halt1cm_pnn,1,10,0.319088,0.846011,2.860188,3.5100,0.01,8.7440,1,0.009997,0.00311339,2.31259546,35.8340
halt1cm_pnn,1,11,0.608065,0.961606,0.897799,3.7110,0.01,10.1214,1,0.009965,0.09650476,,39.5450
halt1cm_pnn,2,0,0.823140,0.900767,2.856225,3.0620,0.01,10.3050,1,0.009987,0.01280261,0.67944034,3.0620
halt1cm_pnn,2,1,0.395940,0.906415,2.988093,3.0910,0.01,8.6360,1,0.009979,0.00469480,0.67410105,6.1530
halt1cm_pnn,2,2,0.508491,0.919669,2.959241,3.1100,0.01,9.0549,1,0.009996,0.00896700,2.08480741,9.2630
halt1cm_pnn,2,3,0.294590,0.967360,0.987151,3.2860,0.01,8.4676,1,0.009991,0.06575363,1.61386848,12.5490
halt1cm_pnn,2,4,0.600423,0.883239,2.483768,3.5460,0.01,9.8683,1,0.009981,0.00128714,,16.0950
halt1cm_pnn,3,0,0.948938,0.848384,2.888569,3.3890,0.01,11.2374,1,0.009977,0.00021028,1.52159950,3.3890
halt1cm_pnn,3,1,0.163289,0.916574,1.762621,2.9980,0.01,7.0105,1,0.009979,0.00005147,0.73019517,6.3870
halt1cm_pnn,3,2,0.336825,0.884575,2.986986,3.0540,0.01,8.4820,1,0.009992,0.00137017,0.88227628,9.4410
halt1cm_pnn,3,3,0.728922,0.955597,2.848522,2.9940,0.01,9.4917,1,0.009991,0.04712387,0.20898810,12.4350
halt1cm_pnn,3,4,0.559639,0.888048,2.956569,2.9240,0.01,9.5729,1,0.009998,0.01165190,0.86329173,15.3590
halt1cm_pnn,3,5,0.366442,0.894199,2.961680,3.1790,0.01,8.5830,1,0.009977,0.00070535,,18.5380
halt1cm_pnn,4,0,0.104753,0.790136,2.960462,2.4860,0.01,6.6449,1,0.009990,0.00426419,0.76898603,2.4860
halt1cm_pnn,4,1,0.814639,0.931498,2.816302,3.0480,0.01,9.9659,1,0.009970,0.03251122,0.66373997,5.5340
halt1cm_pnn,4,2,0.262021,0.849307,2.993966,3.1710,0.01,8.2418,1,0.009985,0.00012949,0.81637367,8.7050
halt1cm_pnn,4,3,0.696571,0.949695,2.869330,3.0780,0.01,9.4499,1,0.009997,0.03806442,0.13958704,11.7830
halt1cm_pnn,4,4,0.527884,0.865153,2.948495,2.9070,0.01,9.6826,1,0.009978,0.00239383,1.16314650,14.6900
halt1cm_pnn,4,5,0.129493,0.784610,2.672357,3.1210,0.01,7.2366,1,0.009990,0.00226545,2.16475085,17.8110
halt1cm_pnn,4,6,0.353228,0.950548,0.955674,3.4830,0.01,9.0093,1,0.009988,0.06045716,2.55835497,21.2940
halt1cm_pnn,4,7,0.949015,0.883384,0.856413,4.3560,0.01,11.9502,1,0.009979,0.04836288,0.25474665,25.6500
halt1cm_pnn,4,8,0.705791,0.848573,2.924527,3.0860,0.01,10.5399,1,0.009991,0.00016007,0.28403980,28.7360
halt1cm_pnn,4,9,0.593780,0.899859,2.960709,2.8480,0.01,9.5822,1,0.009972,0.00996407,1.75273293,31.5840
halt1cm_pnn,4,10,0.653297,0.860035,2.342290,3.7270,0.01,10.3464,1,0.009998,0.00046875,0.32481178,35.3110
halt1cm_pnn,4,11,0.803667,0.848204,2.925530,3.1470,0.01,10.8463,1,0.009980,0.00045525,2.17927323,38.4580
halt1cm_pnn,4,12,0.773007,0.902359,1.294093,3.8530,0.01,10.7360,1,0.009972,0.02423246,1.78583185,42.3110
halt1cm_pnn,4,13,0.371044,0.962478,1.490478,3.3350,0.01,8.4946,1,0.009973,0.02060100,0.63463665,45.6460
halt1cm_pnn,4,14,0.892369,0.865968,2.880461,3.2460,0.01,10.8799,1,0.009992,0.00006154,1.18736142,48.8920
halt1cm_pnn,4,15,0.375915,0.858551,2.840223,3.4350,0.01,8.9979,1,0.009996,0.00166039,0.19431014,52.3270
halt1cm_pnn,4,16,0.313238,0.873342,3.000000,2.7420,0.01,8.4219,1,0.009981,0.00588770,0.43020407,55.0690
halt1cm_pnn,4,17,0.901780,0.866085,2.913113,3.0780,0.01,10.8971,1,0.009981,0.00006177,,58.1470
halt1cm_pnn,5,0,0.955018,0.856281,2.887016,3.3750,0.01,11.1532,1,0.009981,0.00012505,2.56000798,3.3750
halt1cm_pnn,5,1,0.504109,0.876386,0.944767,4.0820,0.01,10.4585,1,0.009985,0.03358799,1.75010795,7.4570
halt1cm_pnn,5,2,0.569958,0.841202,2.373784,3.8580,0.01,10.2377,1,0.009998,0.00024874,0.03176706,11.3150
halt1cm_pnn,5,3,0.169304,0.821915,2.982373,2.5200,0.01,7.4887,1,0.009984,0.00065846,2.28853095,13.8350
halt1cm_pnn,5,4,0.507405,0.929678,0.933038,3.7640,0.01,9.9753,1,0.009988,0.06859999,1.38037463,17.5990
halt1cm_pnn,5,5,0.228875,0.818463,2.585492,3.3540,0.01,8.2906,1,0.009989,0.00021557,0.12694149,20.9530
halt1cm_pnn,5,6,0.486480,0.875723,2.958930,2.8100,0.01,9.3868,1,0.009992,0.00170302,0.31964830,23.7630
halt1cm_pnn,5,7,0.755410,0.876728,2.931334,2.9670,0.01,10.3684,1,0.009981,0.00147440,0.14315397,26.7300
halt1cm_pnn,5,8,0.273149,0.861309,3.000000,2.6830,0.01,8.2256,1,0.009987,0.00429210,0.79307410,29.4130
halt1cm_pnn,5,9,0.915797,0.889858,2.853688,3.3070,0.01,10.6629,1,0.009980,0.00246534,0.87642455,32.7200
halt1cm_pnn,5,10,0.525521,0.924554,2.887409,3.1790,0.01,9.0911,1,0.009984,0.00784973,0.11343315,35.8990
halt1cm_pnn,5,11,0.383005,0.881283,2.996489,2.6890,0.01,8.7942,1,0.009990,0.00083326,0.88491107,38.5880
halt1cm_pnn,5,12,0.969772,0.889485,2.846776,3.3420,0.01,10.7957,1,0.009993,0.00136166,2.65342903,41.9300
halt1cm_pnn,5,13,0.219251,0.904615,0.930205,3.6790,0.01,8.4153,1,0.009992,0.02210366,0.50337100,45.6090
halt1cm_pnn,5,14,0.883835,0.880808,2.865475,3.1160,0.01,10.6856,1,0.009982,0.00686230,0.23085356,48.7250
halt1cm_pnn,5,15,0.673194,0.851201,2.926061,3.0680,0.01,10.3990,1,0.009977,0.00108990,1.12902424,51.7930
halt1cm_pnn,5,16,0.857797,0.976456,2.667455,3.0970,0.01,9.6617,1,0.009996,0.11044763,0.08609257,54.8900
halt1cm_pnn,5,17,0.272150,0.832048,2.972779,2.8740,0.01,8.4944,1,0.009988,0.00541528,,57.7640
halt1cm_pnn,6,0,0.677518,0.936028,0.888444,3.8890,0.01,10.5996,1,0.009985,0.08206662,0.62317005,3.8890
halt1cm_pnn,6,1,0.795429,0.914154,2.846158,3.0040,0.01,10.0889,1,0.009983,0.01817733,1.87161900,6.8930
halt1cm_pnn,6,2,0.923247,0.912978,2.262627,3.5360,0.01,10.5496,1,0.009998,0.03152164,0.25560923,10.4290
halt1cm_pnn,6,3,0.633110,0.846511,2.919444,3.1730,0.01,10.3122,1,0.009996,0.00184994,0.69278829,13.6020
halt1cm_pnn,6,4,0.945085,0.893508,2.817462,3.1940,0.01,10.6972,1,0.009980,0.01045422,0.24684450,16.7960
halt1cm_pnn,6,5,0.197071,0.818069,3.000000,2.8550,0.01,7.8710,1,0.009985,0.00435138,1.65801265,19.6510
halt1cm_pnn,6,6,0.984347,0.970040,2.353647,3.3360,0.01,10.0721,1,0.009991,0.13352432,0.67424359,22.9870
halt1cm_pnn,6,7,0.962868,0.887199,2.825977,3.1030,0.01,10.8099,1,0.009973,0.00141929,1.11633353,26.0900
halt1cm_pnn,6,8,0.856752,0.970913,2.697016,3.1390,0.01,9.7057,1,0.009972,0.09254935,0.18001701,29.2290
halt1cm_pnn,6,9,0.460763,0.896245,2.977416,2.8620,0.01,9.0609,1,0.009979,0.01537367,0.44906303,32.0910
halt1cm_pnn,6,10,0.546812,0.925407,2.951514,2.8310,0.01,9.1570,1,0.009993,0.02101904,0.11156967,34.9220
halt1cm_pnn,6,11,0.115346,0.795860,2.977760,2.3760,0.01,6.8197,1,0.009987,0.00341630,0.08966890,37.2980
halt1cm_pnn,6,12,0.207143,0.814350,2.975955,2.7490,0.01,8.0252,1,0.009995,0.00225407,0.34948375,40.0470
halt1cm_pnn,6,13,0.535661,0.917522,2.962187,2.8500,0.01,9.1859,1,0.009972,0.02072755,2.14431890,42.8970
halt1cm_pnn,6,14,0.876885,0.798133,2.087199,4.2980,0.01,11.9032,1,0.009983,0.00059772,0.11802091,47.1950
halt1cm_pnn,6,15,0.485786,0.865573,2.955399,2.8400,0.01,9.4887,1,0.009982,0.00005760,0.31780163,50.0350
halt1cm_pnn,6,16,0.783619,0.841305,2.921809,3.1840,0.01,10.8726,1,0.009996,0.00008495,0.71022108,53.2190
halt1cm_pnn,6,17,0.830200,0.920230,2.820192,3.0860,0.01,10.1219,1,0.009966,0.02527493,0.16031045,56.3050
halt1cm_pnn,6,18,0.216977,0.823152,2.989234,2.8340,0.01,8.0499,1,0.009990,0.00506862,,59.1390
halt1cm_pnn,7,0,0.764538,0.958205,2.831134,3.0490,0.01,9.5685,1,0.009992,0.05440534,0.30897711,3.0490
halt1cm_pnn,7,1,0.678308,0.891303,2.945218,3.0190,0.01,9.9661,1,0.009979,0.01368966,1.34837179,6.0680
halt1cm_pnn,7,2,0.986668,0.992815,2.510460,3.0350,0.01,9.8225,1,0.009992,0.18536943,2.97622985,9.1030
halt1cm_pnn,7,3,0.857419,0.735812,1.074035,5.0720,0.01,13.4214,1,0.009989,0.00005877,0.48315964,14.1750
halt1cm_pnn,7,4,0.539215,0.918849,2.960365,2.9270,0.01,9.1877,1,0.009996,0.01764099,0.56995697,17.1020
halt1cm_pnn,7,5,0.141298,0.799360,2.928328,2.9460,0.01,7.2705,1,0.009990,0.00360154,0.09010568,20.0480
halt1cm_pnn,7,6,0.400360,0.863873,2.950606,2.8040,0.01,9.0694,1,0.009985,0.00199724,0.99610529,22.8520
halt1cm_pnn,7,7,0.242720,0.820275,2.883378,3.3150,0.01,8.3555,1,0.009998,0.00078276,1.82887137,26.1670
halt1cm_pnn,7,8,0.399361,1.000000,1.330950,3.2780,0.01,8.4656,1,0.009985,0.12323837,2.51360654,29.4450
halt1cm_pnn,7,9,0.524272,0.928533,0.911365,3.9700,0.01,10.0902,1,0.009975,0.06253938,2.28522581,33.4150
halt1cm_pnn,7,10,0.286184,0.931599,0.917122,3.6730,0.01,8.7859,1,0.009985,0.03199550,1.56650232,37.0880
halt1cm_pnn,7,11,0.759716,0.942291,2.416207,3.3340,0.01,9.7926,1,0.009981,0.05108294,1.11434143,40.4220
halt1cm_pnn,7,12,0.497719,0.927681,2.859487,3.2890,0.01,8.9518,1,0.009998,0.00343525,0.21506050,43.7110
halt1cm_pnn,7,13,0.578244,0.886205,2.953430,2.8970,0.01,9.6649,1,0.009994,0.00834202,0.64568747,46.6080
halt1cm_pnn,7,14,0.896112,0.867177,2.879854,3.3350,0.01,10.8751,1,0.009995,0.00043493,0.10441222,49.9430
halt1cm_pnn,7,15,0.447832,0.875012,2.965121,2.7670,0.01,9.2078,1,0.009999,0.00116858,2.00224026,52.7100
halt1cm_pnn,7,16,0.483410,1.000000,1.028948,3.4330,0.01,9.1448,1,0.009998,0.20321663,0.21815614,56.1430
halt1cm_pnn,7,17,0.599066,0.841649,2.923365,3.1600,0.01,10.2392,1,0.009997,0.00181033,,59.3030
halt1cm_pnn,8,0,0.432010,0.906382,0.924643,3.8460,0.01,9.8594,1,0.009980,0.04094777,1.01998601,3.8460
halt1cm_pnn,8,1,0.340884,0.859927,2.897879,3.3460,0.01,8.7532,1,0.009982,0.00078644,1.54919857,7.1920
halt1cm_pnn,8,2,0.824385,0.925568,2.369985,3.4690,0.01,10.1447,1,0.009987,0.03701701,2.14393928,10.6610
halt1cm_pnn,8,3,0.956510,0.767662,2.147290,4.5590,0.01,12.5548,1,0.009999,0.00137676,0.78502348,15.2200
halt1cm_pnn,8,4,0.522933,0.938143,2.937476,3.0400,0.01,8.9479,1,0.009974,0.01777313,2.24080749,18.2600
halt1cm_pnn,8,5,0.319777,0.935685,0.941129,3.7220,0.01,8.9453,1,0.009984,0.04360323,0.34878388,21.9820
halt1cm_pnn,8,6,0.664865,0.900251,2.940337,2.9420,0.01,9.8287,1,0.009990,0.01398845,,24.9240
halt1cm_pnn,9,0,0.269877,0.854645,3.000000,2.6870,0.01,8.2589,1,0.009988,0.00152115,0.03392305,2.6870
halt1cm_pnn,9,1,0.255739,0.840008,2.993708,2.6710,0.01,8.2724,1,0.009990,0.00025147,1.33330963,5.3580
halt1cm_pnn,9,2,0.594147,0.925955,2.658163,3.3160,0.01,9.3799,1,0.009987,0.01118250,2.36205349,8.6740
halt1cm_pnn,9,3,0.240250,0.926848,0.942411,3.6390,0.01,8.4190,1,0.010000,0.03035116,1.75679180,12.3130
halt1cm_pnn,9,4,0.384400,0.969094,1.716680,3.1620,0.01,8.3915,1,0.009998,0.00018548,0.10265429,15.4750
halt1cm_pnn,9,5,0.196744,0.837432,2.989158,2.5800,0.01,7.6975,1,0.009988,0.00312747,0.89857219,18.0550
halt1cm_pnn,9,6,0.841575,0.944749,2.790877,3.0620,0.01,9.9056,1,0.009968,0.04648011,0.29020782,21.1170
halt1cm_pnn,9,7,0.464991,0.908108,2.978837,2.7370,0.01,8.9681,1,0.009998,0.00838349,,23.8540
halt1cm_pnn,10,0,0.285516,0.845398,2.912674,3.3010,0.01,8.4867,1,0.009998,0.00098782,1.11873977,3.3010
halt1cm_pnn,10,1,0.588891,0.946691,2.763120,3.1430,0.01,9.1476,1,0.009970,0.02552647,0.50790902,6.4440
halt1cm_pnn,10,2,0.833404,0.891764,2.867878,3.1610,0.01,10.4297,1,0.009982,0.01240297,0.11271078,9.6050
halt1cm_pnn,10,3,0.311527,0.842377,2.967979,2.8580,0.01,8.7069,1,0.009990,0.00393172,2.37505873,12.4630
halt1cm_pnn,10,4,0.886313,0.931565,0.940023,3.9690,0.01,11.1267,1,0.009980,0.16067631,2.22516948,16.4320
halt1cm_pnn,10,5,0.741459,0.957910,0.978396,3.8350,0.01,10.4354,1,0.009999,0.20727505,1.54834786,20.2670
halt1cm_pnn,10,6,0.385063,0.846745,2.721772,3.5160,0.01,9.1931,1,0.009988,0.00246264,0.01549880,23.7830
halt1cm_pnn,10,7,0.170537,0.818795,2.978848,2.5290,0.01,7.5327,1,0.009991,0.00013052,2.75385968,26.3120
halt1cm_pnn,10,8,0.895817,0.905878,0.899955,4.1340,0.01,11.4893,1,0.009976,0.09131342,0.34842731,30.4460
halt1cm_pnn,10,9,0.799272,0.873622,2.925347,2.9920,0.01,10.5321,1,0.009971,0.00013612,2.00465286,33.4380
halt1cm_pnn,10,10,0.817345,0.796326,2.247841,4.3230,0.01,11.7067,1,0.009985,0.00203714,0.16893959,37.7610
halt1cm_pnn,10,11,0.181757,0.807974,2.997188,2.7510,0.01,7.7738,1,0.009999,0.00302810,0.39311245,40.5120
halt1cm_pnn,10,12,0.877327,0.862269,2.925986,3.1000,0.01,10.8780,1,0.009978,0.00121501,0.38438692,43.6120
halt1cm_pnn,10,13,0.441724,0.907140,2.991251,2.8490,0.01,8.8646,1,0.009989,0.01320416,2.06037026,46.4610
halt1cm_pnn,10,14,0.173599,0.981940,1.027379,3.0510,0.01,7.2767,1,0.009986,0.04794989,0.01631545,49.5120
halt1cm_pnn,10,15,0.179581,0.820251,2.978787,2.5470,0.01,7.6394,1,0.009983,0.00011780,0.48417658,52.0590
halt1cm_pnn,10,16,0.973057,0.857560,2.916347,3.1560,0.01,11.1757,1,0.009997,0.00028467,,55.2150
halt1cm_pnn,11,0,0.277919,0.837336,2.975823,2.7780,0.01,8.4915,1,0.009991,0.00088860,1.66089197,2.7780
halt1cm_pnn,11,1,0.685624,0.881666,2.413441,3.6320,0.01,10.1976,1,0.009983,0.00212211,0.27915836,6.4100
halt1cm_pnn,11,2,0.620327,0.894764,2.954476,2.9040,0.01,9.7312,1,0.009974,0.01080565,0.34492685,9.3140
halt1cm_pnn,11,3,0.545208,0.891187,2.954867,2.9910,0.01,9.4836,1,0.009998,0.00985257,1.43482591,12.3050
halt1cm_pnn,11,4,0.266801,0.807465,2.631799,3.6000,0.01,8.7518,1,0.009992,0.00108238,2.15867888,15.9050
halt1cm_pnn,11,5,0.495844,0.989475,0.955561,3.5310,0.01,9.3815,1,0.009982,0.13844937,2.30474683,19.4360
halt1cm_pnn,11,6,0.644935,0.965861,0.903255,3.8170,0.01,10.1943,1,0.009996,0.11595509,0.56830658,23.2530
halt1cm_pnn,11,7,0.139202,0.798361,2.926924,2.7940,0.01,7.2443,1,0.009996,0.00454154,0.48179429,26.0470
halt1cm_pnn,11,8,0.905884,0.825059,2.888071,3.4670,0.01,11.4303,1,0.010000,0.00013655,0.82667605,29.5140
halt1cm_pnn,11,9,0.714534,0.951476,2.856666,3.0440,0.01,9.4880,1,0.009966,0.04359989,0.74720241,32.5580
halt1cm_pnn,11,10,0.990617,0.858047,2.885153,3.5210,0.01,11.2160,1,0.009978,0.00044242,0.63673368,36.0790
halt1cm_pnn,11,11,0.249228,0.843506,2.995485,3.0450,0.01,8.1809,1,0.009988,0.00039759,1.18332962,39.1240
halt1cm_pnn,11,12,0.507317,0.923504,2.825517,3.2040,0.01,9.0365,1,0.009996,0.00434993,0.10018168,42.3280
halt1cm_pnn,11,13,0.207941,0.841132,2.992437,2.6670,0.01,7.7906,1,0.009987,0.00589811,0.46199677,44.9950
halt1cm_pnn,11,14,0.865832,0.878265,2.878868,3.0520,0.01,10.6666,1,0.009998,0.00260531,0.88412606,48.0470
halt1cm_pnn,11,15,0.371400,0.895402,2.956171,3.1750,0.01,8.6022,1,0.009990,0.00074596,0.23334398,51.2220
halt1cm_pnn,11,16,0.680233,0.853149,2.926195,3.0500,0.01,10.4004,1,0.009974,0.00049676,0.56968065,54.2720
halt1cm_pnn,11,17,0.133528,0.780832,2.912704,2.9020,0.01,7.2993,1,0.009992,0.00271373,2.44033669,57.1740
halt1cm_pnn,11,18,0.508093,0.939905,0.907866,3.7110,0.01,9.9269,1,0.009986,0.06725839,0.05869745,60.8850
halt1cm_pnn,11,19,0.230570,0.825351,2.984320,2.7160,0.01,8.1714,1,0.009987,0.00241234,,63.6010
halt1cm_pnn,12,0,0.327556,0.879399,2.964496,3.0420,0.01,8.4712,1,0.009980,0.00234629,0.31609781,3.0420
halt1cm_pnn,12,1,0.130407,0.801898,2.960469,2.6120,0.01,7.0575,1,0.009994,0.00586611,0.05016193,5.6540
halt1cm_pnn,12,2,0.315795,0.857403,2.988536,2.7040,0.01,8.5900,1,0.009982,0.00017592,0.07888340,8.3580
halt1cm_pnn,12,3,0.341522,0.852422,2.961303,2.7730,0.01,8.8201,1,0.009982,0.00099428,2.13105941,11.1310
halt1cm_pnn,12,4,0.164206,0.975414,1.016183,3.1880,0.01,7.2236,1,0.009992,0.04157408,1.71575949,14.3190
halt1cm_pnn,12,5,0.984385,0.961913,2.324087,3.3870,0.01,10.1598,1,0.009969,0.11616182,1.00409296,17.7060
halt1cm_pnn,12,6,0.929712,0.944083,2.739741,3.0400,0.01,10.1301,1,0.009972,0.04732849,0.98114675,20.7460
halt1cm_pnn,12,7,0.960933,0.933373,2.746835,3.0710,0.01,10.3093,1,0.009992,0.03465190,0.38298064,23.8170
halt1cm_pnn,12,8,0.641631,0.879350,2.923853,3.1460,0.01,9.9741,1,0.009986,0.00601406,2.17149527,26.9630
halt1cm_pnn,12,9,0.762622,0.910358,1.263492,3.8820,0.01,10.6477,1,0.009985,0.03988857,0.57336027,30.8450
halt1cm_pnn,12,10,0.406771,0.899332,3.000000,3.0640,0.01,8.7570,1,0.009989,0.00499819,2.36575107,33.9090
halt1cm_pnn,12,11,0.938809,0.901094,1.223692,4.0320,0.01,11.2375,1,0.009981,0.04724790,1.22383239,37.9410
halt1cm_pnn,12,12,0.709400,0.957613,2.626009,3.2490,0.01,9.4581,1,0.009970,0.05310340,0.31943972,41.1900
halt1cm_pnn,12,13,0.320076,0.877947,3.000000,2.9570,0.01,8.4278,1,0.009978,0.00872644,0.41228502,44.1470
halt1cm_pnn,12,14,0.649640,0.884609,2.923231,3.1110,0.01,9.9453,1,0.009997,0.00665257,0.51781273,47.2580
halt1cm_pnn,12,15,0.611348,0.915423,2.933423,2.9300,0.01,9.4942,1,0.009995,0.01412493,1.89986866,50.1880
halt1cm_pnn,12,16,0.966053,0.852410,2.235169,3.8850,0.01,11.3684,1,0.009981,0.00044225,1.79943568,54.0730
halt1cm_pnn,12,17,0.352526,1.000000,1.278090,3.1810,0.01,8.2657,1,0.009974,0.12982621,1.42058653,57.2540
halt1cm_pnn,12,18,0.329343,0.836828,2.787523,3.5990,0.01,8.9206,1,0.009985,0.00353838,0.60131529,60.8530
halt1cm_pnn,12,19,0.890024,0.859695,2.881507,3.3020,0.01,10.9495,1,0.009993,0.00013615,,64.1550
halt1cm_pnn,13,0,0.480936,0.903321,2.785124,3.2900,0.01,9.1187,1,0.009989,0.00150281,1.12627616,3.2900
halt1cm_pnn,13,1,0.183321,0.786690,2.803449,3.3710,0.01,8.0242,1,0.009999,0.00058443,0.14236411,6.6610
halt1cm_pnn,13,2,0.533186,0.864723,2.947531,2.8860,0.01,9.7100,1,0.009988,0.00022630,0.40482044,9.5470
halt1cm_pnn,13,3,0.322566,0.878672,3.000000,2.8980,0.01,8.4383,1,0.009981,0.00609741,0.26551227,12.4450
halt1cm_pnn,13,4,0.704832,0.871380,2.932720,2.9590,0.01,10.2720,1,0.009985,0.00005497,0.12743879,15.4040
halt1cm_pnn,13,5,0.339195,0.850152,2.964727,2.8280,0.01,8.8262,1,0.009980,0.00263490,0.70501317,18.2320
halt1cm_pnn,13,6,0.252328,0.843698,2.986128,3.0770,0.01,8.2087,1,0.009994,0.00013174,0.44334770,21.3090
halt1cm_pnn,13,7,0.550896,0.925883,2.949951,2.9120,0.01,9.1686,1,0.009976,0.02565294,0.44392753,24.2210
halt1cm_pnn,13,8,0.323913,0.878697,3.000000,2.8650,0.01,8.4473,1,0.009988,0.00395944,2.38561201,27.0860
halt1cm_pnn,13,9,0.861600,0.919953,0.910338,3.8890,0.01,11.2358,1,0.009972,0.11135366,2.69441410,30.9750
halt1cm_pnn,13,10,0.982546,0.920789,0.837212,4.0100,0.01,11.6423,1,0.009993,0.06951826,1.01909276,34.9850
halt1cm_pnn,13,11,0.685175,0.959256,2.790636,3.1400,0.01,9.3402,1,0.009974,0.04458817,1.80433311,38.1250
halt1cm_pnn,13,12,0.233932,1.000000,1.115390,3.2810,0.01,7.6315,1,0.009990,0.09336345,0.57634441,41.4060
halt1cm_pnn,13,13,0.414702,0.906402,3.000000,2.9230,0.01,8.7339,1,0.009982,0.00659373,0.67731352,44.3290
halt1cm_pnn,13,14,0.547153,0.933697,2.963854,2.9360,0.01,9.0792,1,0.009973,0.01759755,0.55191286,47.2650
halt1cm_pnn,13,15,0.696264,0.904237,2.903736,2.9910,0.01,9.8940,1,0.009999,0.00727420,,50.2560
halt1cm_pnn,14,0,0.128422,0.783274,2.976363,2.6080,0.01,7.1754,1,0.009992,0.00206686,0.40273958,2.6080
halt1cm_pnn,14,1,0.887872,0.839406,2.920112,3.2460,0.01,11.1905,1,0.009978,0.00008834,1.59506357,5.8540
halt1cm_pnn,14,2,0.409104,0.822344,2.615803,3.7400,0.01,9.6151,1,0.009997,0.00303615,1.62679377,9.5940
halt1cm_pnn,14,3,0.262784,0.925355,1.758369,3.1750,0.01,7.9340,1,0.009977,0.00130275,0.92875809,12.7690
halt1cm_pnn,14,4,0.348999,0.870504,2.918689,3.2500,0.01,8.7018,1,0.009992,0.00008739,0.43965519,16.0190
halt1cm_pnn,14,5,0.784204,0.891671,2.891886,2.9810,0.01,10.2919,1,0.009974,0.00623884,0.04856695,19.0000
halt1cm_pnn,14,6,0.172627,0.807661,2.978396,2.6120,0.01,7.6587,1,0.009988,0.00232715,0.32577887,21.6120
halt1cm_pnn,14,7,0.339069,0.871505,3.000000,2.8870,0.01,8.6151,1,0.009992,0.00459470,1.18434770,24.4990
halt1cm_pnn,14,8,0.591091,0.932332,2.711714,3.2940,0.01,9.2981,1,0.009992,0.01386897,2.02212278,27.7930
halt1cm_pnn,14,9,0.933186,0.866175,2.200023,3.8180,0.01,11.1284,1,0.009992,0.00321287,2.10358144,31.6110
halt1cm_pnn,14,10,0.777456,0.838478,1.833695,4.0110,0.01,11.1706,1,0.009985,0.00705697,1.62673600,35.6220
halt1cm_pnn,14,11,0.463391,0.859275,2.607599,3.6440,0.01,9.5098,1,0.009979,0.00100388,0.17291711,39.2660
halt1cm_pnn,14,12,0.204117,0.818923,2.993462,2.7540,0.01,7.9459,1,0.009990,0.00263170,,42.0200
